,LOCATION_CODE,CAMERA_TYPE,LOCATION_DETAILS,SCHOOL_ZONE_IND,SPEED_IND,RED_LIGHT_CAMERA_IND
1924,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1926,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
1928,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1929,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
1930,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1931,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1933,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1934,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1935,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
1936,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
1937,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1938,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1939,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1940,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1942,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1943,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
1944,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1945,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
1946,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1947,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
1948,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
1949,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1950,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
1951,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
1953,22900.0,Mobile Digital Speed Camera,MOWBRAY ROAD LANE COVE NORTH EASTBOUND,,Y,
1954,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1955,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1956,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
1957,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1958,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
1961,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1962,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
1963,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1964,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1965,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1966,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1967,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
1968,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
1969,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
1970,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1971,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1972,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
1973,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1974,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1975,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
1976,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1977,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1978,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1979,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1980,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
1982,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1984,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1986,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1988,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1989,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1990,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
1991,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
1992,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
1993,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
1994,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
1996,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
1998,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
1999,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2000,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2002,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2003,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2004,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2005,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2006,22901.0,Mobile Digital Speed Camera,MOWBRAY ROAD LANE COVE NORTH WESTBOUND,,Y,
2008,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2009,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2010,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2011,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2012,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2013,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2014,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2015,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2017,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2019,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2020,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2021,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2022,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2023,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2025,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2026,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2028,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2029,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2030,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2031,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2032,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2033,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2035,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2036,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2037,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2039,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2040,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2041,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2042,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2043,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2044,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2045,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2046,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2047,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2048,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2049,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2050,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2051,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2052,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2053,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2056,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2057,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2058,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2061,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2062,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2063,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2064,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2065,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2066,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2067,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2068,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2069,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2071,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2074,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2075,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2076,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2077,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2078,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2079,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2080,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2081,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2082,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2083,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2084,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2085,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2086,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2087,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2089,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2090,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2091,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2092,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2093,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2094,22880.0,Mobile Digital Speed Camera,LANE COVE ROAD NORTH RYDE SOUTHBOUND,,Y,
2095,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2096,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2097,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2098,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2099,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2100,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2101,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2102,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2103,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2104,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2105,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2106,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2107,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2108,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2109,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2110,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2111,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2112,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2113,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2117,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2118,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2120,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2121,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2122,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2123,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2124,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2125,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2127,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2128,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2129,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2130,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2131,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2132,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2133,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2134,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2135,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2137,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2139,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2140,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2142,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2143,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2144,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2145,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2147,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2148,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2150,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2151,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2152,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2153,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2154,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2155,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2156,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2157,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2158,22880.0,Mobile Digital Speed Camera,LANE COVE ROAD NORTH RYDE SOUTHBOUND,,Y,
2159,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2162,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2164,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
2165,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2166,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2167,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2168,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2169,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2170,22901.0,Mobile Digital Speed Camera,MOWBRAY ROAD LANE COVE NORTH WESTBOUND,,Y,
2172,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2173,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2175,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2178,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2179,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2180,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2181,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2182,22901.0,Mobile Digital Speed Camera,MOWBRAY ROAD LANE COVE NORTH WESTBOUND,,Y,
2183,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2184,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2186,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2187,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2188,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2189,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
2190,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2192,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2193,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2194,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2195,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2196,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2198,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2199,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2201,22900.0,Mobile Digital Speed Camera,MOWBRAY ROAD LANE COVE NORTH EASTBOUND,,Y,
2202,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2203,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2204,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2207,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2208,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2209,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2211,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2213,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2214,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
2215,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
2216,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
2218,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2220,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
2221,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
2222,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
2223,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
